UTC Date Time,Latitude,Longitude,Altitude,Temperature,Humidity,Pressure,Wind Speed,Batteryoltage
2019-11-26T20:00:28+00:00,-51.158233,17.620067,8175,-16,42,101409,4,5.6
2019-11-27T00:00:28+00:00,-51.1425,17.580667,8179,-16,42,101332,10,5.6
2019-11-27T04:00:29+00:00,-51.147183,17.555517,8181,-15,47,101330,10,5.6
2019-11-27T08:00:28+00:00,-51.1435,17.561067,13,-7,39,101367,6,5.5
2019-11-27T12:00:34+00:00,-51.125367,17.550517,16,-3,39,101393,11,5.6
2019-11-27T16:00:28+00:00,-51.125383,17.53305,8176,-10,39,101341,4,5.6
2019-11-27T20:00:28+00:00,-51.117267,17.553233,15,-15,45,101405,6,5.6
2019-11-28T00:00:29+00:00,-51.091833,17.5817,8180,-16,48,101390,8,5.6
2019-11-28T04:00:28+00:00,-51.077483,17.586433,14,-16,42,101392,10,5.5
2019-11-28T12:00:11+00:00,-51.049883,17.669383,14,-9,38,101392,4,5.6
2019-11-28T16:00:10+00:00,-51.036833,17.685283,8178,-13,46,101348,7,5.6
2019-11-28T20:00:28+00:00,-51.03145,17.706183,23,-17,46,101424,4,5.6
2019-11-29T00:00:28+00:00,-51.030417,17.732183,8178,-18,40,101424,7,5.6
2019-11-29T04:00:28+00:00,-51.024983,17.7516,8183,-17,46,101342,4,5.6
2019-11-29T08:00:28+00:00,-51.018733,17.749633,18,-11,38,101377,9,5.6
2019-11-29T12:00:28+00:00,-51.027467,17.745417,17,-3,45,101347,4,5.6
2019-11-29T16:00:28+00:00,-51.031,17.756383,15,-11,40,101348,9,5.6
2019-11-29T20:00:28+00:00,-51.009033,17.747667,18,-17,48,101405,8,5.6
2019-11-30T00:00:10+00:00,-51.005567,17.709333,8182,-18,44,101387,9,5.6
2019-11-30T04:00:10+00:00,-51.025267,17.704533,7928,-17,43,101393,8,5.6
2019-11-30T08:00:28+00:00,-51.0246,17.727383,14,-6,48,101401,11,5.6
2019-11-30T12:00:28+00:00,-51.019467,17.700633,8176,2,43,101390,7,5.6
2019-11-30T16:00:28+00:00,-51.0399,17.694233,8175,-3,43,101330,9,5.6
2019-11-30T20:00:29+00:00,-51.051083,17.725883,19,-17,43,101381,7,5.6
2019-12-01T00:00:10+00:00,-51.0491,17.731933,8179,-18,44,101404,7,5.6
2019-12-01T04:00:29+00:00,-51.0647,17.723033,15,-17,46,101383,8,5.6
2019-12-01T08:00:28+00:00,-51.095217,17.742683,17,-5,39,101387,10,5.6
2019-12-01T12:00:28+00:00,-51.099417,17.772917,8176,-1,38,101372,6,5.6
2019-12-01T16:00:28+00:00,-51.092183,17.73105,8175,-13,44,101408,8,5.6
2019-12-01T20:00:28+00:00,-51.114617,17.673283,23,-18,41,101338,11,5.6
2019-12-02T00:00:06+00:00,-51.112383,17.6956,263,-18,48,101348,9,5.6
