UTC Date Time,Latitude,Longitude,Altitude,Temperature,Humidity,Pressure,Wind Speed,Batteryoltage
2019-11-03T04:00:30+00:00,-56.877683,13.40163333,11,1,56,101388,11,"5,6"
2019-11-03T08:00:11+00:00,-56.86175,13.41523333,7980,7,63,101408,9,"5,8"
2019-11-03T12:00:28+00:00,-56.838317,13.42701667,9,9,51,101441,11,"5,7"
2019-11-03T16:00:28+00:00,-56.8282,13.43758333,6,2,61,101431,8,"5,7"
2019-11-03T20:00:28+00:00,-56.822133,13.46753333,13,1,64,101463,9,"5,6"
2019-11-04T00:00:28+00:00,-56.806867,13.49966667,11,-1,60,101371,9,"5,6"
2019-11-04T04:00:28+00:00,-56.7901,13.50618333,16,-1,63,101423,10,"5,6"
2019-11-04T08:00:28+00:00,-56.783483,13.51436667,12,5,55,101408,11,"5,6"
2019-11-04T12:00:28+00:00,-56.772767,13.53691667,8170,8,54,101387,8,"5,8"
2019-11-04T16:00:10+00:00,-56.772883,13.55515,8,4,61,101443,11,"5,7"
2019-11-04T20:00:00+00:00,-56.798967,13.55346667,14,0,55,101409,11,"5,6"
2019-11-05T00:00:10+00:00,-56.836233,13.57741667,8171,2,54,101452,8,"5,8"
2019-11-05T04:00:10+00:00,-56.856233,13.64818333,20,5,61,101435,8,"5,6"
2019-11-05T08:00:28+00:00,-56.871183,13.68388333,13,5,60,101478,11,"5,7"
2019-11-05T12:00:28+00:00,-56.8991,13.72008333,7,6,56,101466,11,"5,7"
2019-11-05T16:00:10+00:00,-56.915917,13.79235,8171,5,58,101440,9,"5,8"
2019-11-05T20:00:29+00:00,-56.900067,13.83738333,12,4,55,101453,10,"5,7"
2019-11-06T00:00:11+00:00,-56.878917,13.8441,8172,3,56,101402,8,"5,8"
2019-11-06T04:00:29+00:00,-56.8662,13.85061667,14,1,63,101470,11,"5,6"
2019-11-06T08:00:28+00:00,-56.848867,13.87178333,10,8,54,101429,9,"5,7"
2019-11-06T12:00:10+00:00,-56.852067,13.88661667,9,5,57,101443,8,"5,7"
2019-11-06T16:00:22+00:00,-56.8802,13.92628333,7,3,57,101444,9,"5,7"
2019-11-06T20:00:28+00:00,-56.89315,13.99951667,13,3,55,101420,11,"5,6"
2019-11-07T00:00:28+00:00,-56.87105,14.03366667,7,1,53,101429,10,"5,6"
2019-11-07T04:00:28+00:00,-56.8707,14.02093333,13,5,53,101348,10,"5,6"
2019-11-07T08:00:28+00:00,-56.89335,14.0616,8,8,60,101430,8,"5,7"
2019-11-07T12:00:28+00:00,-56.8793,14.15566667,15,12,53,101455,10,"5,7"
2019-11-07T16:00:28+00:00,-56.84385,14.2182,8,5,57,101407,11,"5,7"
2019-11-07T20:00:28+00:00,-56.819167,14.27681667,9,5,54,101447,10,"5,7"
2019-11-08T00:00:28+00:00,-56.79855,14.34701667,11,6,56,101362,11,"5,7"
2019-11-08T04:00:28+00:00,-56.780367,14.41235,19,6,62,101378,11,"5,7"
2019-11-08T08:00:28+00:00,-56.772417,14.46486667,9,6,64,101472,11,"5,7"
2019-11-08T12:00:10+00:00,-56.779017,14.52211667,10,10,59,101417,8,"5,8"
2019-11-08T16:00:10+00:00,-56.78325,14.59983333,8168,5,55,101411,9,"5,8"
2019-11-08T20:00:28+00:00,-56.7722,14.68411667,12,8,60,101396,8,"5,7"
2019-11-09T00:00:28+00:00,-56.756467,14.7654,9,4,61,101377,11,"5,7"
2019-11-09T04:00:10+00:00,-56.746217,14.84758333,15,3,56,101418,9,"5,7"
2019-11-09T08:00:28+00:00,-56.73805,14.92641667,8170,8,54,101419,11,"5,8"
2019-11-09T12:00:28+00:00,-56.743917,14.99986667,8,9,59,101390,9,"5,8"
2019-11-09T16:00:28+00:00,-56.7647,15.0928,8169,7,63,101395,11,"5,8"
2019-11-09T20:00:28+00:00,-56.775033,15.19525,8,4,52,101446,11,"5,7"
2019-11-10T00:00:28+00:00,-56.780933,15.27178333,7,5,55,101390,10,"5,7"
2019-11-10T04:00:28+00:00,-56.800583,15.32473333,13,7,51,101415,8,"5,7"
2019-11-10T08:00:28+00:00,-56.833883,15.38,10,7,54,101434,8,"5,7"
2019-11-10T12:00:10+00:00,-56.86505,15.45146667,8170,9,60,101435,8,"5,8"
2019-11-10T16:00:29+00:00,-56.900133,15.50186667,8171,7,56,101391,11,"5,8"
2019-11-10T20:00:28+00:00,-56.950417,15.60265,12,4,54,101364,8,"5,7"
2019-11-11T00:00:28+00:00,-56.975083,15.80721667,10,5,56,101388,9,"5,7"
2019-11-11T04:00:28+00:00,-56.937233,15.99873333,15,3,58,101349,10,"5,7"
2019-11-11T08:00:29+00:00,-56.908833,16.06203333,10,9,60,101370,8,"5,7"
2019-11-11T12:00:10+00:00,-56.9134,16.1441,15,8,55,101369,10,"5,7"
2019-11-11T16:00:28+00:00,-56.897867,16.28228333,13,6,55,101414,9,"5,7"
2019-11-11T20:00:06+00:00,-56.872917,16.35736667,18,2,53,101409,8,"5,7"
2019-11-12T00:00:28+00:00,-56.89045,16.3997,9,4,62,101485,10,"5,7"
2019-11-12T04:00:28+00:00,-56.914483,16.52036667,15,5,56,101448,11,"5,7"
2019-11-12T08:00:28+00:00,-56.8942,16.60396667,15,7,60,101409,8,"5,7"
2019-11-12T12:00:28+00:00,-56.90155,16.6039,8,10,60,101401,11,"5,7"
2019-11-12T16:00:04+00:00,-56.963467,16.62595,7926,5,61,101393,9,"5,8"
2019-11-12T20:00:10+00:00,-57.0078,16.71143333,10,4,57,101436,10,"5,7"
2019-11-13T00:00:28+00:00,-57.0371,16.72041667,12,7,52,101450,9,"5,7"
2019-11-13T04:00:28+00:00,-57.083567,16.7661,15,5,55,101477,10,"5,7"
2019-11-13T08:00:28+00:00,-57.108717,16.8984,9,6,54,101405,9,"5,7"
2019-11-13T12:00:10+00:00,-57.08985,16.98571667,14,9,57,101388,11,"5,7"
2019-11-14T15:59:57+00:00,-57.194217,16.83956667,15,3,50,101428,9,"5,8"
2019-11-14T20:00:28+00:00,-57.131483,16.78676667,16,5,53,101404,10,"5,8"
2019-11-15T00:00:28+00:00,-57.1209,16.7817,8172,3,62,101430,9,"5,8"
2019-11-15T04:00:28+00:00,-57.078367,16.84833333,14,1,62,101424,11,"5,7"
2019-11-15T08:00:10+00:00,-57.025017,16.83813333,7927,7,55,101377,8,"5,8"
2019-11-15T12:00:30+00:00,-57.00925,16.8355,13,6,50,101447,11,"5,7"
2019-11-15T16:00:28+00:00,-56.989583,16.89408333,8172,6,54,101414,9,"5,8"
2019-11-15T20:00:28+00:00,-56.941033,16.92158333,8,-1,60,101421,8,"5,7"
2019-11-16T00:00:28+00:00,-56.920367,16.9215,8172,2,54,101458,8,"5,8"
2019-11-16T04:00:11+00:00,-56.909267,16.96951667,7967,-1,55,101406,11,"5,8"
2019-11-16T08:00:28+00:00,-56.874183,17.00928333,8,3,58,101462,8,"5,7"
2019-11-16T12:00:28+00:00,-56.828733,17.00933333,10,3,53,101431,11,"5,7"
2019-11-16T16:00:29+00:00,-56.79815,17.00675,8171,6,64,101470,9,"5,8"
2019-11-16T20:00:28+00:00,-56.78545,17.03821667,8,-1,58,101398,8,"5,7"
2019-11-17T00:00:28+00:00,-56.756267,17.06996667,7,0,52,101369,10,"5,7"
2019-11-17T04:00:28+00:00,-56.733517,17.06076667,13,2,61,101405,8,"5,6"
2019-11-17T08:00:10+00:00,-56.737217,17.07248333,30,5,61,101455,8,"5,7"
2019-11-17T12:00:10+00:00,-56.726817,17.11051667,11,9,53,101458,11,"5,8"
2019-11-17T16:00:28+00:00,-56.7084,17.07565,8175,8,59,101477,10,"5,8"
2019-11-17T20:00:29+00:00,-56.717683,17.0346,8168,-1,62,101430,9,"5,8"
2019-11-18T00:00:28+00:00,-56.713633,17.04618333,8170,-1,51,101404,9,"5,8"
2019-11-18T04:00:28+00:00,-56.6807,17.03413333,14,1,56,101432,9,"5,6"
2019-11-18T08:00:10+00:00,-56.670617,16.98896667,11,2,60,101458,9,"5,7"
2019-11-18T12:00:06+00:00,-56.66805,16.988,53,5,53,101459,10,"5,7"
2019-11-18T16:00:11+00:00,-56.631017,16.99471667,8174,3,62,101450,10,"5,8"
2019-11-18T20:00:10+00:00,-56.594017,16.94775,11,4,60,101448,10,"5,7"
2019-11-19T00:00:28+00:00,-56.598067,16.9126,8174,2,59,101382,9,"5,8"
2019-11-19T04:00:28+00:00,-56.601133,16.91533333,18,5,60,101405,8,"5,7"
